First Name,Last Name,Email,Country,Application Date,Yoe,Seniority,Technology,Code Challenge Score,Technical Interview
Wendy,Jones,rsaunders@yahoo.com,Spain,2024-09-13,7.0,Intern,Data Engineer,0,1.0
Sally,Sanders,dlittle@yahoo.com,Argentina,2021-11-21,8.0,Mid-Level,QA Manual,3,7.0
Robert,Mccarthy,dwashington@hotmail.com,Germany,2024-10-12,15.0,Lead,Client Success,9,2.0
Sarah,Cunningham,cavila@hotmail.com,Spain,2023-02-16,2.0,Senior,Social Media Community Management,9,1.0
Daniel,Gutierrez,schwartzkara@yahoo.com,Brazil,2025-05-05,9.0,Mid-Level,QA Manual,8,4.0
Dustin,Garrett,baxterlisa@yahoo.com,Brazil,2023-10-19,0.0,Lead,Social Media Community Management,9,8.0
Mark,Vargas,bayala@gmail.com,Canada,2021-04-10,8.0,Lead,Data Engineer,1,9.0
Thomas,Ramirez,barbaramills@gmail.com,France,2021-04-25,15.0,Junior,React Frontend,7,8.0
Ernest,Gardner,nathan65@hotmail.com,Colombia,2023-08-08,8.0,Senior,React Frontend,10,3.0
Marie,Powers,brandi21@gmail.com,Mexico,2025-02-26,11.0,Lead,QA Manual,6,2.0
Angela,Harrison,floresthomas@gmail.com,India,2022-02-20,0.0,Senior,Python Developer,6,3.0
Douglas,Lambert,phillip17@gmail.com,Brazil,2022-07-15,15.0,Lead,React Frontend,2,4.0
Kayla,Greene,mcleandiane@hotmail.com,Mexico,2025-01-11,7.0,Lead,Sales,1,6.0
Mary,Higgins,ptaylor@yahoo.com,Mexico,2021-08-22,13.0,Trainee,React Frontend,1,7.0
Gabriel,Johnston,jasonpatterson@yahoo.com,Colombia,2024-08-28,13.0,Lead,Client Success,2,6.0
Tracy,Morris,steve59@gmail.com,France,2025-05-24,9.0,Mid-Level,Adobe Experience Manager,2,1.0
Anna,Brooks,mosschristian@hotmail.com,India,2023-03-18,0.0,Mid-Level,Adobe Experience Manager,9,7.0
Danielle,Brown,jamessimmons@gmail.com,UK,2021-08-03,5.0,Intern,Client Success,1,9.0
Amanda,Richard,larrycontreras@yahoo.com,France,2024-10-18,8.0,Trainee,Adobe Experience Manager,6,6.0
Michael,Curtis,bakercraig@hotmail.com,Canada,2023-11-14,18.0,Lead,QA Manual,1,4.0
Deborah,Booth,masonwilcox@gmail.com,UK,2025-01-26,15.0,Manager,React Frontend,5,5.0
Jonathan,Johnson,sblack@gmail.com,Ecuador,2023-04-24,18.0,Intern,Java Backend,10,3.0
Stephanie,Allen,kyleschaefer@gmail.com,Spain,2021-07-12,10.0,Junior,Adobe Experience Manager,4,2.0
Brandi,Williams,steven16@gmail.com,India,2024-08-01,20.0,Intern,Mulesoft,6,10.0
Claudia,Davis,hooddustin@hotmail.com,UK,2024-11-24,10.0,Intern,Development - CMS Backend,100,5.0
Richard,Rios,jaimeschneider@hotmail.com,Germany,2025-04-28,13.0,Lead,QA Manual,10,3.0
Danielle,Robinson,garciapamela@hotmail.com,UK,2025-05-18,6.0,Junior,React Frontend,6,3.0
Kelly,Rice,john63@gmail.com,Ecuador,2021-06-24,11.0,Senior,Sales,7,5.0
Jennifer,Taylor,nicholas15@hotmail.com,Australia,2022-10-22,19.0,Intern,Data Engineer,3,10.0
Michael,Harrington,clarence89@gmail.com,Canada,2023-10-27,19.0,Trainee,DevOps,9,2.0
Yvonne,Mcpherson,scottmora@hotmail.com,Spain,2025-08-15,4.0,Manager,Mulesoft,4,9.0
Kimberly,Hansen,martinlonnie@gmail.com,Mexico,2024-02-17,0.0,Senior,Social Media Community Management,9,9.0
Nancy,Mckay,uthomas@hotmail.com,Argentina,2022-09-11,10.0,Manager,Adobe Experience Manager,3,0.0
James,Hoffman,ybuchanan@hotmail.com,Colombia,2025-08-01,14.0,Senior,Mulesoft,6,10.0
Jennifer,Crawford,smithadam@yahoo.com,Australia,2022-07-01,9.0,Senior,Python Developer,2,7.0
Bryan,Perez,justinparks@gmail.com,USA,2021-06-16,14.0,,React Frontend,9,9.0
Laura,Matthews,clane@gmail.com,Mexico,2024-04-16,12.0,Lead,QA Manual,1,6.0
Jason,Austin,hbailey@yahoo.com,Colombia,2024-09-16,14.0,Lead,Sales,3,8.0
Rachel,Perkins,isabel10@gmail.com,Argentina,2025-02-13,1.0,Lead,Social Media Community Management,4,10.0
James,Ford,karenschmidt@gmail.com,Colombia,2023-07-14,12.0,Senior,DevOps,10,8.0
Alyssa,Hayes,collinscharles@hotmail.com,France,2024-11-07,11.0,Senior,Mulesoft,0,0.0
Miguel,Martinez,hbradford@hotmail.com,Canada,2025-12-11,99.0,Intern,Data Engineer,2,0.0
Richard,Johnson,,Germany,2023-11-22,11.0,Intern,Development - CMS Backend,7,0.0
Troy,Chandler,meghan36@yahoo.com,France,2023-08-10,14.0,Trainee,Java Backend,10,4.0
Trevor,Robertson,stacey22@hotmail.com,France,2025-03-27,12.0,Senior,DevOps,4,5.0
David,Colon,davistracie@hotmail.com,Brazil,2022-11-10,1.0,Trainee,Social Media Community Management,0,3.0
Karen,Wilson,,Australia,2023-10-22,19.0,Intern,Social Media Community Management,3,6.0
Mary,Montoya,davischristopher@yahoo.com,Mexico,2024-10-25,15.0,Trainee,Adobe Experience Manager,7,9.0
Jonathan,Kirk,ojones@gmail.com,Ecuador,2024-10-09,13.0,Trainee,Adobe Experience Manager,7,5.0
Jennifer,Woods,dana19@hotmail.com,Australia,2024-11-04,20.0,Senior,Adobe Experience Manager,1,8.0
Melanie,Smith,eugene52@yahoo.com,Argentina,2021-07-16,1.0,Intern,Client Success,8,0.0
Joseph,Wilson,ppacheco@yahoo.com,Ecuador,2022-02-03,,Intern,React Frontend,9,8.0
Kevin,Macdonald,marissa74@gmail.com,Ecuador,2022-12-20,15.0,Manager,Java Backend,0,7.0
Adam,Lang,lindsayschmidt@hotmail.com,USA,2025-03-06,3.0,Trainee,Mulesoft,9,4.0
Julie,Farrell,kmartinez@yahoo.com,Australia,2024-02-12,10.0,Trainee,Social Media Community Management,7,5.0
Joseph,Hunt,sherri35@yahoo.com,Ecuador,2025-11-21,12.0,Senior,QA Manual,7,8.0
Kristen,Lopez,chavezvictoria@hotmail.com,Mexico,2026-01-28,5.0,Junior,Python Developer,5,8.0
Mike,Freeman,peter98@hotmail.com,Canada,2023-03-23,16.0,Senior,Data Engineer,0,3.0
Brandon,Olsen,llong@yahoo.com,USA,2026-02-16,0.0,Trainee,Python Developer,8,9.0
John,Cochran,melissadavis@gmail.com,Ecuador,2022-06-04,8.0,Trainee,Mulesoft,9,5.0
Michelle,Bailey,matthew73@gmail.com,Argentina,2022-11-28,20.0,Mid-Level,Social Media Community Management,2,10.0
David,Nash,frederickfarley@yahoo.com,Brazil,2023-11-18,,Trainee,QA Manual,0,0.0
Jessica,Sexton,brian57@yahoo.com,Australia,2023-08-18,10.0,Manager,Social Media Community Management,6,8.0
Larry,Ellison,mwiggins@gmail.com,Canada,2023-07-17,13.0,Manager,Social Media Community Management,9,0.0
Kimberly,Crawford,hayesjames@yahoo.com,Mexico,2023-03-24,1.0,Senior,QA Manual,4,1.0
Sean,Weber,walkerjeffrey@hotmail.com,Germany,2022-06-09,19.0,Lead,Java Backend,1,0.0
Victoria,Phillips,tthompson@hotmail.com,Spain,2021-11-18,10.0,Mid-Level,Mulesoft,0,
Tom,Lindsey,michaelrodriguez@gmail.com,France,2022-10-23,1.0,Trainee,Data Engineer,5,3.0
Breanna,Morgan,mbrown@yahoo.com,India,2021-07-04,3.0,Mid-Level,Java Backend,0,3.0
Alexandria,Rogers,ghenderson@hotmail.com,France,2025-05-27,12.0,Mid-Level,Data Engineer,5,10.0
Evan,Dunn,robert37@hotmail.com,Colombia,2023-12-07,5.0,Senior,DevOps,0,1.0
Jessica,Miller,dudleywilliam@hotmail.com,Australia,2022-06-19,6.0,Intern,Social Media Community Management,6,1.0
Wesley,Reese,owensrobert@hotmail.com,France,2021-11-06,19.0,Trainee,Social Media Community Management,6,5.0
Rachel,Jenkins,brandon44@yahoo.com,Argentina,2021-11-17,2.0,Mid-Level,React Frontend,9,8.0
Kara,Williams,haleywesley@yahoo.com,Australia,2022-03-23,3.0,Intern,Client Success,3,10.0
Kevin,Weaver,callen@yahoo.com,Ecuador,2021-03-19,20.0,Senior,React Frontend,6,8.0
Shawn,Blackwell,turnerjohn@yahoo.com,Germany,2026-01-10,19.0,Manager,Python Developer,7,7.0
Jamie,Johnson,wallacekenneth@gmail.com,Colombia,2024-04-20,2.0,Intern,Client Success,7,9.0
Joseph,Stephens,zhangjames@gmail.com,Ecuador,2022-04-12,0.0,Senior,Adobe Experience Manager,2,8.0
Wanda,Mayo,charlesrogers@hotmail.com,Spain,2024-12-19,18.0,Manager,Social Media Community Management,100,3.0
Jennifer,Clark,gonzalescarlos@gmail.com,Australia,2021-07-28,20.0,Junior,React Frontend,2,2.0
Barbara,Cox,susan75@gmail.com,India,2025-12-05,12.0,Mid-Level,Mulesoft,10,0.0
Joyce,Hudson,jay32@hotmail.com,Australia,2024-02-22,13.0,Senior,DevOps,4,5.0
Edward,Bennett,gfowler@gmail.com,Brazil,2023-08-30,15.0,Mid-Level,Python Developer,0,5.0
Michelle,Gonzalez,hgutierrez@yahoo.com,Argentina,2025-06-24,3.0,Junior,Data Engineer,6,1.0
Danny,Stewart,hernandezjames@gmail.com,Brazil,2021-11-24,16.0,Mid-Level,DevOps,9,10.0
Melissa,Torres,,Argentina,2026-01-28,9.0,Mid-Level,Mulesoft,7,0.0
Samantha,Griffin,vparrish@hotmail.com,Argentina,2026-01-07,6.0,Senior,Social Media Community Management,3,9.0
Timothy,Wilkinson,wprice@yahoo.com,France,2021-03-24,12.0,Trainee,DevOps,6,1.0
James,Salazar,emilystevens@hotmail.com,Colombia,2022-06-20,12.0,Lead,Python Developer,6,2.0
Robert,Pham,,Germany,2022-11-02,13.0,Trainee,QA Manual,5,9.0
Crystal,Carrillo,matthewbailey@gmail.com,UK,2023-11-25,,Trainee,Java Backend,4,1.0
Natalie,Harris,kevinfox@gmail.com,Argentina,2025-06-23,15.0,Junior,Python Developer,9,2.0
Victoria,Jimenez,savagecatherine@hotmail.com,Spain,2022-01-14,8.0,Senior,Adobe Experience Manager,3,3.0
Sean,Anderson,justinfuller@yahoo.com,Germany,2023-05-15,19.0,Intern,Python Developer,4,4.0
Sheila,Bradley,meyerjason@hotmail.com,Spain,2025-07-06,15.0,Senior,React Frontend,6,7.0
William,Wells,jjohnson@hotmail.com,France,2025-12-20,20.0,Senior,Social Media Community Management,7,
Mary,Johnson,,Mexico,2025-12-14,20.0,Intern,Java Backend,3,0.0
Mary,Murphy,vdavis@yahoo.com,Mexico,2023-07-30,11.0,Mid-Level,Client Success,4,5.0
Jacqueline,Aguilar,jenniferhopkins@gmail.com,Australia,2021-09-12,15.0,,QA Manual,10,
Shelby,Herman,jason96@yahoo.com,Spain,2024-11-02,4.0,Manager,React Frontend,5,5.0
Tammy,Cruz,webbchristine@gmail.com,Spain,2021-09-11,10.0,Mid-Level,Social Media Community Management,10,5.0
John,Pineda,michelle47@yahoo.com,Ecuador,2023-06-18,0.0,Manager,DevOps,8,10.0
Elizabeth,Smith,,UK,2022-03-05,9.0,Intern,Python Developer,9,0.0
Renee,Hernandez,jonathan52@yahoo.com,Argentina,2026-02-04,10.0,Junior,Sales,5,3.0
Renee,Daniels,danny47@hotmail.com,Argentina,2021-03-27,14.0,Senior,Adobe Experience Manager,6,9.0
Mary,Richardson,taylordebra@yahoo.com,Mexico,2025-08-02,2.0,Mid-Level,Java Backend,7,2.0
Marcus,Taylor,loriyoung@gmail.com,Canada,2024-09-17,14.0,Intern,Development - CMS Backend,2,7.0
Terri,Farmer,smithshane@yahoo.com,Spain,2022-06-16,10.0,Trainee,Sales,4,3.0
Julie,Mathews,brandi60@yahoo.com,Australia,2022-08-14,8.0,Manager,Python Developer,3,9.0
Douglas,Dixon,,Brazil,2024-06-22,1.0,Senior,Adobe Experience Manager,0,6.0
Deborah,Williams,christineyork@yahoo.com,UK,2023-02-07,11.0,Intern,Adobe Experience Manager,3,
Brittany,Oneal,tiffany73@yahoo.com,India,2023-02-23,19.0,Manager,Java Backend,1,9.0
Laura,Olsen,riveraelizabeth@hotmail.com,Mexico,2024-07-06,15.0,Trainee,Python Developer,3,6.0
Heather,Drake,richardmoore@gmail.com,Australia,2022-05-22,15.0,Trainee,QA Manual,1,1.0
Tyler,Brown,madisonanderson@gmail.com,France,2021-10-22,20.0,Intern,Java Backend,3,4.0
David,Jones,,Brazil,2024-01-13,0.0,Intern,Data Engineer,3,4.0
Mario,Anderson,williamwilliams@gmail.com,Canada,2023-02-22,15.0,Intern,React Frontend,10,3.0
Jennifer,Morgan,,Australia,2025-01-19,5.0,,Development - CMS Backend,2,3.0
Aaron,Hansen,joel83@yahoo.com,USA,2025-06-28,13.0,Senior,React Frontend,4,5.0
Cynthia,Scott,dboyle@hotmail.com,UK,2022-07-24,10.0,Junior,Data Engineer,8,1.0
Thomas,Wade,teresareed@hotmail.com,France,2021-05-02,0.0,Lead,Social Media Community Management,0,2.0
Sarah,Mosley,sydneywilliams@hotmail.com,Spain,2021-08-10,19.0,Manager,QA Manual,6,9.0
Jackie,Hood,groth@gmail.com,Australia,2023-03-02,16.0,Trainee,Mulesoft,9,
Jonathan,Ward,ginaarmstrong@gmail.com,Ecuador,2022-06-19,18.0,Mid-Level,Mulesoft,0,10.0
Sylvia,Wilson,pereznicole@gmail.com,Spain,2025-02-02,1.0,Intern,Development - CMS Backend,9,9.0
Eric,Smith,kevinsmith@hotmail.com,Colombia,2023-10-03,13.0,Intern,Adobe Experience Manager,0,4.0
Nicholas,Diaz,adam71@yahoo.com,Canada,2024-12-15,7.0,Mid-Level,Sales,1,3.0
Laura,Foster,umonroe@yahoo.com,Mexico,2021-07-03,5.0,Mid-Level,Sales,100,
Brandon,Tucker,elaine65@yahoo.com,USA,2022-06-30,8.0,Senior,Mulesoft,5,7.0
David,Mcgee,jimmy32@gmail.com,Brazil,2022-10-25,4.0,Trainee,Sales,10,8.0
Rachel,Anderson,nguyensteven@gmail.com,Argentina,2025-06-10,4.0,Intern,QA Manual,8,7.0
Robert,Stone,oellis@yahoo.com,Germany,2025-01-09,17.0,Senior,Python Developer,2,1.0
Randy,Nichols,mendozacynthia@hotmail.com,Germany,2024-08-09,13.0,Senior,Social Media Community Management,4,3.0
Troy,Jones,rlawson@hotmail.com,France,2024-03-22,11.0,Intern,Mulesoft,7,2.0
Michael,Moreno,sanchezalexander@hotmail.com,Canada,2024-01-17,11.0,Senior,Social Media Community Management,9,9.0
Timothy,Rush,,France,2022-08-03,5.0,Manager,Sales,5,9.0
Yvonne,Price,lpatton@hotmail.com,Spain,2022-08-04,3.0,Mid-Level,Mulesoft,2,0.0
Samuel,Bowers,porterdustin@yahoo.com,Germany,2021-05-25,14.0,Trainee,Adobe Experience Manager,1,3.0
Vicki,Carrillo,oconnordavid@yahoo.com,Spain,2023-12-11,14.0,,Sales,2,6.0
Nicole,Robertson,steven80@gmail.com,Argentina,2025-10-06,16.0,Senior,Python Developer,5,4.0
Barbara,Cummings,daviszachary@gmail.com,India,2022-03-24,2.0,Trainee,Data Engineer,4,4.0
Jasmine,Thompson,erikapeters@hotmail.com,Australia,2024-07-30,9.0,Junior,DevOps,7,5.0
Haley,Rodriguez,candicefreeman@yahoo.com,UK,2023-01-14,20.0,Intern,Development - CMS Backend,9,
Curtis,Jackson,robynodonnell@yahoo.com,Brazil,2023-09-24,7.0,,Python Developer,1,2.0
Russell,Richards,josephwilson@gmail.com,Germany,2023-01-04,,Lead,Data Engineer,1,1.0
Judith,Fisher,lwilliams@yahoo.com,Australia,2022-08-08,2.0,Mid-Level,DevOps,3,10.0
Mark,Newman,michaelmiller@yahoo.com,Canada,2025-07-29,0.0,Lead,Client Success,8,6.0
Robert,Henry,monica83@hotmail.com,Germany,2025-12-24,10.0,Senior,Development - CMS Backend,4,8.0
Laura,Lopez,ncook@yahoo.com,Mexico,2021-03-15,12.0,Junior,Data Engineer,6,8.0
Kenneth,Liu,richardjohnson@yahoo.com,Ecuador,2022-12-24,11.0,Manager,Java Backend,6,2.0
Yvonne,King,,Spain,2022-11-22,20.0,Junior,React Frontend,5,0.0
Stephen,Roy,jessicanelson@gmail.com,Germany,2021-09-14,6.0,Manager,React Frontend,5,
Ashley,Scott,mtorres@yahoo.com,India,2022-02-08,1.0,Junior,Social Media Community Management,8,7.0
Cathy,Lopez,vorr@gmail.com,India,2022-11-24,0.0,Junior,Sales,3,4.0
Andrew,Brown,scott38@hotmail.com,USA,2021-10-05,19.0,Intern,Java Backend,1,8.0
Kelly,Wallace,shawnlynch@hotmail.com,Ecuador,2022-11-15,2.0,Senior,React Frontend,6,2.0
William,Campbell,jacob18@hotmail.com,France,2023-08-30,3.0,Junior,DevOps,5,
Crystal,White,erika08@yahoo.com,UK,2023-02-20,16.0,Junior,Development - CMS Backend,3,10.0
Tony,Phillips,rjoseph@hotmail.com,France,2024-03-19,17.0,Mid-Level,QA Manual,0,2.0
Jennifer,Cook,zbyrd@hotmail.com,Australia,2025-02-16,16.0,,Python Developer,3,3.0
Steven,Atkinson,scottlopez@hotmail.com,France,2024-01-30,18.0,Trainee,DevOps,5,5.0
Derek,Williams,christinamoss@hotmail.com,Brazil,2022-11-09,3.0,Intern,Development - CMS Backend,10,0.0
Michelle,Parker,greerpatricia@yahoo.com,Argentina,2022-05-12,16.0,Mid-Level,Java Backend,2,0.0
Melanie,Hayes,stephanie78@gmail.com,Argentina,2024-07-28,1.0,Senior,Development - CMS Backend,0,10.0
Samuel,Green,rpitts@gmail.com,Germany,2025-02-19,9.0,Junior,Social Media Community Management,1,0.0
Douglas,Escobar,stevenwoods@gmail.com,Brazil,2024-01-16,11.0,,Java Backend,5,5.0
Michael,Robles,kaguilar@yahoo.com,Canada,2022-05-13,12.0,Trainee,Social Media Community Management,0,4.0
John,Bentley,,Ecuador,2022-01-03,10.0,Manager,Python Developer,5,7.0
Charles,Roach,breanna50@yahoo.com,USA,2025-03-09,20.0,Manager,Data Engineer,0,7.0
Danielle,Santiago,charlesmay@hotmail.com,UK,2025-11-21,7.0,Lead,Mulesoft,0,7.0
Vickie,Ortiz,ysnyder@gmail.com,Spain,2025-01-31,19.0,Mid-Level,Social Media Community Management,5,3.0
Autumn,Parker,ashley14@hotmail.com,India,2025-07-27,4.0,Mid-Level,Java Backend,0,3.0
Lucas,Garcia,kyle85@yahoo.com,Canada,2021-12-06,1.0,Intern,Sales,8,2.0
Kyle,Clayton,troy90@gmail.com,Canada,2023-12-08,11.0,Trainee,Social Media Community Management,1,5.0
Robert,Terry,nataliemartinez@yahoo.com,Germany,2022-11-12,1.0,Lead,QA Manual,8,9.0
Nina,Washington,jamesnichols@yahoo.com,Argentina,2022-10-24,5.0,Senior,QA Manual,4,7.0
David,Craig,tyler54@yahoo.com,Brazil,2022-02-15,18.0,,Adobe Experience Manager,4,10.0
Robert,Spears,thomaskim@gmail.com,Germany,2021-10-15,11.0,Manager,Java Backend,9,6.0
Margaret,Meyer,jacobgarcia@gmail.com,Mexico,2025-12-06,12.0,Senior,Sales,7,4.0
Patrick,Gonzalez,michael12@gmail.com,Canada,2022-08-19,16.0,Junior,Development - CMS Backend,0,3.0
Tanner,Graham,christopher92@hotmail.com,France,2022-02-02,11.0,Senior,Data Engineer,8,2.0
Patricia,Wiley,jonathan24@gmail.com,Argentina,2025-08-16,2.0,Manager,Adobe Experience Manager,0,2.0
Eric,Holder,veronica35@gmail.com,Colombia,2023-06-09,7.0,Manager,Adobe Experience Manager,4,7.0
Denise,Bailey,andre08@gmail.com,UK,2025-02-05,,Mid-Level,QA Manual,7,3.0
Evelyn,Thompson,fosteranthony@yahoo.com,UK,2021-03-24,3.0,Junior,React Frontend,0,0.0
Ryan,Jefferson,jeff33@hotmail.com,Germany,2023-07-24,12.0,Trainee,Development - CMS Backend,4,4.0
Andrew,Hawkins,vanessa66@yahoo.com,USA,2024-10-16,7.0,Senior,Data Engineer,2,1.0
Heather,Love,jameswagner@gmail.com,Australia,2022-07-20,0.0,Trainee,Development - CMS Backend,7,9.0
Daniel,Patterson,lisahouse@yahoo.com,Brazil,2021-06-08,2.0,Senior,QA Manual,2,2.0
Jennifer,Barker,barbara42@hotmail.com,Australia,2024-01-22,0.0,Lead,QA Manual,7,4.0
Jacqueline,Green,martincarlos@yahoo.com,Australia,2024-05-28,14.0,Junior,Development - CMS Backend,10,3.0
Antonio,Scott,tina33@yahoo.com,USA,2025-07-15,17.0,Junior,Python Developer,10,2.0
Lisa,Santos,jimmybutler@gmail.com,Mexico,2022-05-02,19.0,Lead,Data Engineer,1,1.0
Philip,Scott,ronald38@hotmail.com,Germany,2025-02-27,2.0,Junior,QA Manual,9,9.0
Calvin,Hawkins,cassandraward@yahoo.com,USA,2024-03-29,14.0,Senior,Python Developer,2,7.0
Jonathan,Andrews,stevensmariah@gmail.com,Ecuador,2021-12-08,4.0,Lead,Sales,0,6.0
Jacqueline,Butler,angelabarron@gmail.com,Australia,2022-11-10,20.0,Mid-Level,Social Media Community Management,0,8.0
Monica,Young,yoneill@hotmail.com,Argentina,2022-05-06,9.0,Junior,Java Backend,3,0.0
Thomas,Washington,scoleman@yahoo.com,France,2025-07-31,6.0,Senior,Client Success,4,0.0
Clayton,Mitchell,dawn61@yahoo.com,Brazil,2022-12-24,7.0,Mid-Level,Mulesoft,2,9.0
Derek,Brown,matthewmiller@hotmail.com,Brazil,2021-08-16,2.0,Intern,Data Engineer,1,3.0
Laura,Todd,kayla31@hotmail.com,Mexico,2024-10-25,,Trainee,Data Engineer,0,3.0
Emily,Gonzalez,kristincarrillo@hotmail.com,UK,2024-03-20,16.0,Junior,Java Backend,2,7.0
Lisa,Green,andrewramirez@yahoo.com,Mexico,2021-10-25,15.0,Junior,Data Engineer,0,3.0
Jennifer,Savage,fdavidson@yahoo.com,Australia,2024-02-18,12.0,Manager,QA Manual,9,5.0
Patrick,Mckinney,wonglarry@yahoo.com,Canada,2022-10-31,3.0,Lead,Python Developer,9,4.0
Ryan,Lopez,marissa28@hotmail.com,Germany,2024-11-17,2.0,Junior,Adobe Experience Manager,5,9.0
Tara,Aguirre,franklinlindsay@gmail.com,Spain,2023-06-09,10.0,Trainee,DevOps,10,5.0
Justin,Mccormick,rharris@gmail.com,Ecuador,2021-04-03,1.0,Trainee,Java Backend,2,4.0
Adam,Mccarty,greenjennifer@yahoo.com,USA,2022-08-24,17.0,Manager,Client Success,3,7.0
Jimmy,Goodman,matthew20@hotmail.com,Ecuador,2023-08-12,3.0,Trainee,DevOps,7,2.0
Cynthia,Munoz,,UK,2022-08-16,16.0,Lead,Sales,9,3.0
Joshua,Jensen,rachel57@yahoo.com,Ecuador,2025-06-28,5.0,Lead,Mulesoft,4,2.0
Courtney,Johnston,rkemp@gmail.com,UK,2024-03-14,9.0,Lead,React Frontend,10,2.0
Denise,Young,wilsondaniel@hotmail.com,UK,2023-11-03,10.0,Junior,Python Developer,4,1.0
Heather,Harris,samantha86@hotmail.com,UK,2022-01-07,4.0,Junior,Development - CMS Backend,7,5.0
Robert,Christensen,mhoward@hotmail.com,Germany,2021-05-03,17.0,Trainee,Data Engineer,9,0.0
Annette,Le,,India,2023-02-04,-5.0,Trainee,Mulesoft,9,2.0
Jeffrey,Woods,umorton@hotmail.com,Colombia,2022-03-31,8.0,Senior,Development - CMS Backend,10,2.0
Jeffrey,Johnson,hartmanpamela@yahoo.com,Colombia,2023-09-30,,Intern,Data Engineer,9,0.0
Garrett,Lynch,kristenmorrison@yahoo.com,Colombia,2022-08-14,9.0,Lead,Java Backend,3,0.0
Tammy,Perry,xnunez@yahoo.com,Spain,2021-11-10,,Mid-Level,Mulesoft,7,9.0
Julie,Moore,nelsonmaria@gmail.com,Australia,2024-08-22,3.0,Junior,Python Developer,9,10.0
Robin,Cochran,ifowler@gmail.com,Argentina,2023-01-24,20.0,Trainee,QA Manual,4,10.0
Steven,Chase,cwilliams@gmail.com,France,2022-02-28,13.0,Trainee,QA Manual,5,9.0
Elizabeth,Jimenez,ramirezkimberly@gmail.com,UK,2022-07-26,7.0,Senior,Java Backend,0,
Michael,Diaz,,Canada,2023-02-28,0.0,Mid-Level,QA Manual,8,8.0
Pamela,Thomas,dhernandez@yahoo.com,Argentina,2024-12-07,15.0,Intern,Adobe Experience Manager,3,2.0
John,Green,ryancoleman@hotmail.com,Ecuador,2022-06-04,16.0,Junior,Mulesoft,0,8.0
Tammy,Mendoza,mccallchristopher@yahoo.com,Spain,2026-01-10,9.0,Senior,Java Backend,6,6.0
Antonio,Green,walterlinda@gmail.com,USA,2024-07-29,5.0,Junior,Adobe Experience Manager,9,10.0
Mason,Taylor,ebarnes@hotmail.com,Canada,2021-04-06,6.0,Intern,Python Developer,3,2.0
Jeffrey,Ritter,jessica55@yahoo.com,Colombia,2024-08-28,17.0,Manager,Development - CMS Backend,4,0.0
Darrell,Williams,rrowe@hotmail.com,Brazil,2024-03-27,1.0,Intern,Sales,10,4.0
Nicholas,Bates,fullertara@hotmail.com,Canada,2021-08-20,20.0,Lead,Python Developer,6,9.0
Lindsay,Simmons,bsimmons@hotmail.com,Mexico,2024-07-24,8.0,Mid-Level,DevOps,6,1.0
Meredith,Myers,maloneamy@yahoo.com,Argentina,2026-01-26,4.0,,Python Developer,8,1.0
Katherine,Patterson,kurtlong@gmail.com,Australia,2024-10-14,7.0,Senior,Adobe Experience Manager,8,4.0
Rita,Gonzales,jennifer98@gmail.com,Argentina,2023-03-03,4.0,Senior,DevOps,6,9.0
Ann,Foster,arthurvaughn@gmail.com,India,2023-05-11,14.0,Mid-Level,QA Manual,9,4.0
Kenneth,Sellers,walkermelissa@gmail.com,Ecuador,2023-07-04,7.0,,Social Media Community Management,8,9.0
Martin,Mcdonald,keith99@gmail.com,Canada,2022-03-13,4.0,Senior,Data Engineer,4,6.0
Nathan,Carrillo,richard48@hotmail.com,Canada,2023-08-05,4.0,Trainee,Client Success,1,5.0
Riley,Smith,pbuck@gmail.com,Germany,2023-05-14,19.0,Intern,Sales,8,2.0
Leslie,Park,fgarcia@hotmail.com,Canada,2024-02-12,16.0,Lead,QA Manual,5,2.0
Anthony,Carter,josemartin@hotmail.com,USA,2021-12-04,8.0,Mid-Level,Client Success,5,4.0
Alex,Brown,susan10@hotmail.com,USA,2021-03-24,1.0,Intern,QA Manual,8,1.0
Jill,Anderson,keithlewis@hotmail.com,Australia,2026-02-08,0.0,Intern,Mulesoft,0,2.0
Elizabeth,Rodgers,katherine78@yahoo.com,UK,2021-11-13,20.0,Trainee,Adobe Experience Manager,1,9.0
Tina,Lloyd,uhorton@yahoo.com,Spain,2024-07-28,10.0,Trainee,Sales,10,10.0
Alan,Curtis,charles63@hotmail.com,USA,2024-03-28,14.0,Lead,QA Manual,2,0.0
Tamara,Cooper,zachary66@gmail.com,Spain,2025-05-23,0.0,Mid-Level,Development - CMS Backend,0,0.0
Eric,Medina,mitchellcarol@hotmail.com,Colombia,2023-04-01,6.0,Senior,Mulesoft,3,8.0
Sophia,Wood,whitneyevans@gmail.com,Spain,2024-04-27,18.0,Mid-Level,Sales,1,2.0
Barry,Martinez,walterscheryl@gmail.com,USA,2022-04-10,14.0,Intern,Development - CMS Backend,2,4.0
Raymond,Hall,mcguirejulie@yahoo.com,Germany,2023-05-06,5.0,Junior,Client Success,7,2.0
Trevor,Hawkins,jenniferowens@hotmail.com,France,2021-09-08,19.0,Senior,Sales,10,9.0
Lauren,Martinez,elane@gmail.com,Mexico,2025-02-04,9.0,Intern,Python Developer,3,2.0
Keith,Page,elliottmichael@yahoo.com,Ecuador,2025-04-15,11.0,Lead,Client Success,8,10.0
